0, 1, 128, 17.807400, 99.303099, 0.696901
0, 2, 128, 2.861345, 99.409041, 0.590959
0, 4, 128, 6.877067, 99.886215, 0.113785
0, 8, 128, 34.924655, 99.977262, 0.022738
0, 16, 128, 43.305031, 99.963026, 0.036974
0, 1, 256, 0.400100, 10.472382, 89.527618
0, 2, 256, 0.543864, 92.989476, 7.010524
0, 4, 256, 0.808608, 98.276699, 1.723301
0, 8, 256, 46.758084, 99.977557, 0.022443
0, 16, 256, 50.029418, 99.950727, 0.049273
0, 1, 512, 0.754700, 5.949384, 94.050616
0, 2, 512, 0.695170, 84.119339, 15.880661
0, 4, 512, 0.795143, 96.433426, 3.566574
0, 8, 512, 20.085456, 99.918471, 0.081529
0, 16, 512, 48.017096, 99.941971, 0.058029
0, 1, 1024, 0.898500, 3.216472, 96.783528
0, 2, 1024, 1.011060, 75.900550, 24.099450
0, 4, 1024, 0.895316, 91.236964, 8.763036
0, 8, 1024, 34.178146, 99.909806, 0.090194
0, 16, 1024, 51.810690, 99.934099, 0.065901
0, 1, 2048, 3.038800, 1.589443, 98.410557
0, 2, 2048, 1.409464, 63.309716, 36.690284
0, 4, 2048, 1.868788, 91.486658, 8.513342
0, 8, 2048, 21.769697, 99.127516, 0.872484
0, 16, 2048, 62.640566, 99.835592, 0.164408
0, 1, 4096, 6.276200, 0.857207, 99.142793
0, 2, 4096, 3.706738, 52.626609, 47.373391
0, 4, 4096, 4.232733, 92.298884, 7.701116
0, 8, 4096, 9.141623, 98.468828, 1.531172
0, 16, 4096, 57.035431, 99.844382, 0.155618
0, 1, 8192, 9.855400, 0.531688, 99.468312
0, 2, 8192, 3.956994, 48.799293, 51.200707
0, 4, 8192, 4.052569, 75.701648, 24.298352
0, 8, 8192, 25.138762, 98.852049, 1.147951
0, 16, 8192, 64.288636, 99.651758, 0.348242
0, 1, 16384, 19.040400, 0.348732, 99.651268
0, 2, 16384, 14.740929, 41.855032, 58.144968
0, 4, 16384, 5.316355, 74.735737, 25.264263
0, 8, 16384, 39.935512, 98.193690, 1.806310
0, 16, 16384, 27.497990, 98.685418, 1.314582
0, 1, 32768, 12.648000, 0.574531, 99.425469
0, 2, 32768, 13.794875, 51.436675, 48.563325
0, 4, 32768, 8.902224, 69.252709, 30.747291
0, 8, 32768, 36.736677, 95.862439, 4.137561
0, 16, 32768, 86.130239, 98.380229, 1.619771
0, 1, 65536, 23.100667, 0.509365, 99.490635
0, 2, 65536, 43.402083, 42.483368, 57.516632
0, 4, 65536, 24.262115, 76.517358, 23.482642
0, 8, 65536, 31.192597, 90.761868, 9.238132
0, 16, 65536, 88.367431, 98.152740, 1.847260
0, 1, 131072, 47.748000, 0.448884, 99.551116
0, 2, 131072, 71.539583, 56.462914, 43.537086
0, 4, 131072, 43.143995, 68.452832, 31.547168
0, 8, 131072, 38.081754, 85.789200, 14.210800
0, 16, 131072, 58.124695, 94.061840, 5.938160
0, 1, 262144, 98.524333, 0.491926, 99.508074
0, 2, 262144, 162.095542, 49.355434, 50.644566
0, 4, 262144, 72.468589, 64.708625, 35.291375
0, 8, 262144, 59.587636, 77.415562, 22.584438
0, 16, 262144, 66.523507, 92.147821, 7.852179
0, 1, 524288, 203.776667, 0.578575, 99.421425
0, 2, 524288, 307.976792, 46.739074, 53.260926
0, 4, 524288, 141.465573, 59.786042, 40.213958
0, 8, 524288, 123.901245, 74.573981, 25.426019
0, 16, 524288, 129.414774, 90.152896, 9.847104
0, 1, 1048576, 420.652667, 0.568006, 99.431994
0, 2, 1048576, 488.012792, 47.967407, 52.032593
0, 4, 1048576, 262.668703, 59.100698, 40.899302
0, 8, 1048576, 211.200801, 72.107673, 27.892327
0, 16, 1048576, 216.394080, 86.301879, 13.698121
0, 1, 2097152, 867.129000, 0.548630, 99.451370
0, 2, 2097152, 915.038167, 47.586968, 52.413032
0, 4, 2097152, 662.542594, 60.426812, 39.573188
0, 8, 2097152, 412.812056, 70.190440, 29.809560
0, 16, 2097152, 329.637719, 80.511592, 19.488408
0, 1, 4194304, 1785.543000, 0.508305, 99.491695
0, 2, 4194304, 2039.042208, 45.243123, 54.756877
0, 4, 4194304, 1051.828161, 58.524002, 41.475998
0, 8, 4194304, 819.924966, 68.742740, 31.257260
0, 16, 4194304, 577.580702, 78.496968, 21.503032
0, 1, 8388608, 3683.228000, 0.582560, 99.417440
0, 2, 8388608, 4522.959625, 46.329299, 53.670701
0, 4, 8388608, 2108.288385, 55.100424, 44.899576
0, 8, 8388608, 1544.276508, 67.952230, 32.047770
0, 16, 8388608, 1173.275603, 78.002012, 21.997988
0, 1, 16777216, 3792.022000, 0.561495, 99.438505
0, 2, 16777216, 5671.167500, 46.392872, 53.607128
0, 4, 16777216, 4076.714000, 60.298662, 39.701338
0, 8, 16777216, 2985.503375, 68.020866, 31.979134
0, 16, 16777216, 2269.970500, 76.971174, 23.028826
0, 1, 33554432, 7805.731000, 0.542358, 99.457642
0, 2, 33554432, 11849.232500, 44.954722, 55.045278
0, 4, 33554432, 7416.323000, 56.695832, 43.304168
0, 8, 33554432, 5725.408375, 69.408300, 30.591700
0, 16, 33554432, 4378.330125, 75.945484, 24.054516
0, 1, 67108864, 16055.328000, 0.526436, 99.473564
0, 2, 67108864, 23604.418000, 43.488776, 56.511224
0, 4, 67108864, 13550.711750, 52.898786, 47.101214
0, 8, 67108864, 11533.520375, 67.078927, 32.921073
0, 16, 67108864, 9021.547813, 75.174315, 24.825685
0, 1, 134217728, 33011.565000, 0.511327, 99.488673
0, 2, 134217728, 50340.679500, 43.859048, 56.140952
0, 4, 134217728, 29881.265250, 53.948678, 46.051322
0, 8, 134217728, 21334.906500, 66.315409, 33.684591
0, 16, 134217728, 17536.841437, 73.130498, 26.869502
0, 1, 268435456, 84742.425000, 0.397220, 99.602780
0, 2, 268435456, 103933.520500, 43.398897, 56.601103
0, 4, 268435456, 55175.289000, 49.526229, 50.473771
0, 8, 268435456, 45648.108875, 65.652807, 34.347193
0, 16, 268435456, 35852.266812, 72.858783, 27.141217
0, 1, 536870912, 189691.717000, 8.234860, 91.765140
0, 2, 536870912, 287615.133500, 34.313903, 65.686097
0, 4, 536870912, 117996.886000, 51.118804, 48.881196
0, 8, 536870912, 91676.091000, 62.949395, 37.050605
0, 16, 536870912, 70006.321125, 71.313339, 28.686661
